titulo,apresentacao,condicao_clinica,confianca_extracao,contexto,cuidados,diluicao,dose,duracao,especialidade,fonte_arquivo,fonte_pagina,fonte_secao,frequencia,medicamento,modo_de_uso,observacoes,orientacoes,sinais_de_alerta,slug,status_revisao,subcondicao,tags,texto_original,tipo_de_conduta,via
Retorno em ____ meses para reavaliação clínica e laboratorial. — Losartana 50 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Losartana 50 mg,"Losartana 50 mg
– tomar",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-losartana-50-mg-losartana-50-mg-tomar,Revisão pendente,,APS,"Losartana 50 mg
– tomar",Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — comprimido VO a cada 12 horas,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,a cada 12 horas,comprimido VO a cada 12 horas,"1 comprimido VO a cada 12 horas
Pode aumentar gradualmente até",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-comprimido-vo-a-cada-12-horas-1-comprimido-vo-a-cada-12-horas-pode-aumentar-gradualmente-ate,Revisão pendente,,APS,"1 comprimido VO a cada 12 horas
Pode aumentar gradualmente até",Prescrição,VO
Retorno em ____ meses para reavaliação clínica e laboratorial. — mg/dia,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,mg/dia,"100 mg/dia
conforme PA e tolerância.
⚠️ Monitorar creatinina e potássio 2–4 semanas após início ou ajuste.
⚠️ Suspender se creatinina aumentar >30% ou K⁺ >5,5 persistente.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-mg-dia-100-mg-dia-conforme-pa-e-tolerancia-monitorar-creatinina-e-potassio-2-4-sema,Revisão pendente,,APS,"100 mg/dia
conforme PA e tolerância.
⚠️ Monitorar creatinina e potássio 2–4 semanas após início ou ajuste.
⚠️ Suspender se creatinina aumentar >30% ou K⁺ >5,5 persistente.",Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — Enalapril 10 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,a cada 12 horas,Enalapril 10 mg,"Enalapril 10 mg
– VO
a cada 12 horas",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-enalapril-10-mg-enalapril-10-mg-vo-a-cada-12-horas,Revisão pendente,,APS,"Enalapril 10 mg
– VO
a cada 12 horas",Prescrição,VO
Retorno em ____ meses para reavaliação clínica e laboratorial. — (pode ajustar até 40 mg/dia),,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,até 40 mg/dia),APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,(pode ajustar até 40 mg/dia),(pode ajustar até 40 mg/dia),Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-pode-ajustar-ate-40-mg-dia-pode-ajustar-ate-40-mg-dia,Revisão pendente,,APS,(pode ajustar até 40 mg/dia),Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — Dapagliflozina 10 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,1x ao dia,Dapagliflozina 10 mg,"Dapagliflozina 10 mg
– VO
1x ao dia pela manhã
⚠️ Manter mesmo com leve queda da TFG.
⚠️ Suspender temporariamente em jejum prolongado, cirurgias ou infecção grave.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-dapagliflozina-10-mg-dapagliflozina-10-mg-vo-1x-ao-dia-pela-manha-manter-mesmo-com-leve-queda-da,Revisão pendente,,APS,"Dapagliflozina 10 mg
– VO
1x ao dia pela manhã
⚠️ Manter mesmo com leve queda da TFG.
⚠️ Suspender temporariamente em jejum prolongado, cirurgias ou infecção grave.",Prescrição,VO
Retorno em ____ meses para reavaliação clínica e laboratorial. — Empagliflozina 10 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,1x ao dia,Empagliflozina 10 mg,"Empagliflozina 10 mg
– VO
1x ao dia",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-empagliflozina-10-mg-empagliflozina-10-mg-vo-1x-ao-dia,Revisão pendente,,APS,"Empagliflozina 10 mg
– VO
1x ao dia",Prescrição,VO
Retorno em ____ meses para reavaliação clínica e laboratorial. — Finerenona 10 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Finerenona 10 mg,"Finerenona 10 mg
– VO
1x/dia
se TFG 25–60",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-finerenona-10-mg-finerenona-10-mg-vo-1x-dia-se-tfg-25-60,Revisão pendente,,APS,"Finerenona 10 mg
– VO
1x/dia
se TFG 25–60",Prescrição,VO
Retorno em ____ meses para reavaliação clínica e laboratorial. — Finerenona 20 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Finerenona 20 mg,"Finerenona 20 mg
– VO
1x/dia
se TFG ≥60
⚠️ Iniciar apenas se potássio normal
⚠️ Monitorar K⁺ em 4 semanas",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-finerenona-20-mg-finerenona-20-mg-vo-1x-dia-se-tfg-60-iniciar-apenas-se-potassio-normal,Revisão pendente,,APS,"Finerenona 20 mg
– VO
1x/dia
se TFG ≥60
⚠️ Iniciar apenas se potássio normal
⚠️ Monitorar K⁺ em 4 semanas",Prescrição,VO
"Retorno em ____ meses para reavaliação clínica e laboratorial. — ,25 mg SC 1x/semana por 4 semanas → 0,5 mg/semana por 4 semanas → 1 mg/semana manutenção",,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,",25 mg SC 1x/semana por 4 semanas → 0,5 mg/semana por 4 semanas → 1 mg/semana manutenção","0,25 mg SC 1x/semana por 4 semanas → 0,5 mg/semana por 4 semanas → 1 mg/semana manutenção
⚠️ Aplicar no mesmo dia da semana
⚠️ Pode causar náuseas iniciais",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-25-mg-sc-1x-semana-por-4-semanas-0-5-mg-semana-por-4-semanas-1-mg-semana-manutencao-0-25-mg-sc-1x-semana-por-4-seman,Revisão pendente,,APS,"0,25 mg SC 1x/semana por 4 semanas → 0,5 mg/semana por 4 semanas → 1 mg/semana manutenção
⚠️ Aplicar no mesmo dia da semana
⚠️ Pode causar náuseas iniciais",Prescrição,SC
Retorno em ____ meses para reavaliação clínica e laboratorial. — Sulfato ferroso 300 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Sulfato ferroso 300 mg,Sulfato ferroso 300 mg,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-sulfato-ferroso-300-mg-sulfato-ferroso-300-mg,Revisão pendente,,APS,Sulfato ferroso 300 mg,Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — (≈60 mg ferro elementar) – VO,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,8/8h,(≈60 mg ferro elementar) – VO,"(≈60 mg ferro elementar) – VO
8/8h
Administrar em jejum ou 1h antes/2h após refeições.
Evitar leite, café, chá ou antiácidos próximos.
Associar fonte de vitamina C (ex.: suco cítrico).
⚠️ Pode escurecer fezes e causar constipação.
Se ferro EV necessário:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-60-mg-ferro-elementar-vo-60-mg-ferro-elementar-vo-8-8h-administrar-em-jejum-ou-1h-antes-2h-apos-refe,Revisão pendente,,APS,"(≈60 mg ferro elementar) – VO
8/8h
Administrar em jejum ou 1h antes/2h após refeições.
Evitar leite, café, chá ou antiácidos próximos.
Associar fonte de vitamina C (ex.: suco cítrico).
⚠️ Pode escurecer fezes e causar constipação.
Se ferro EV necessário:",Prescrição,EV
Retorno em ____ meses para reavaliação clínica e laboratorial. — Sacarato de hidróxido férrico 100 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Sacarato de hidróxido férrico 100 mg,Sacarato de hidróxido férrico 100 mg,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-sacarato-de-hidroxido-ferrico-100-mg-sacarato-de-hidroxido-ferrico-100-mg,Revisão pendente,,APS,Sacarato de hidróxido férrico 100 mg,Prescrição,
"Retorno em ____ meses para reavaliação clínica e laboratorial. — + SF 0,9% 100 mL EV em 15 min,",,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,"+ SF 0,9% 100 mL EV em 15 min,",,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,"+ SF 0,9% 100 mL EV em 15 min,","+ SF 0,9% 100 mL EV em 15 min,
1x/semana por 4–12 semanas",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-sf-0-9-100-ml-ev-em-15-min-sf-0-9-100-ml-ev-em-15-min-1x-semana-por-4-12-semanas,Revisão pendente,,APS,"+ SF 0,9% 100 mL EV em 15 min,
1x/semana por 4–12 semanas",Prescrição,EV
Retorno em ____ meses para reavaliação clínica e laboratorial. — Eritropoetina (se Hb baixa após ferro),,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Eritropoetina (se Hb baixa após ferro),"6. Eritropoetina (se Hb baixa após ferro)
Eritropoetina 4.000 UI
50–100 UI/kg SC
, até
3x/semana
Meta Hb:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-eritropoetina-se-hb-baixa-apos-ferro-6-eritropoetina-se-hb-baixa-apos-ferro-eritropoetina-4-000-ui-50-100-ui-kg-sc,Revisão pendente,,APS,"6. Eritropoetina (se Hb baixa após ferro)
Eritropoetina 4.000 UI
50–100 UI/kg SC
, até
3x/semana
Meta Hb:",Prescrição,SC
"Retorno em ____ meses para reavaliação clínica e laboratorial. — 11,5 g/dL",,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,"11,5 g/dL","10–11,5 g/dL
⚠️ Monitorar PA e estoques de ferro",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-11-5-g-dl-10-11-5-g-dl-monitorar-pa-e-estoques-de-ferro,Revisão pendente,,APS,"10–11,5 g/dL
⚠️ Monitorar PA e estoques de ferro",Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — Acidose metabólica,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Acidose metabólica,7. Acidose metabólica,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-acidose-metabolica-7-acidose-metabolica,Revisão pendente,,APS,7. Acidose metabólica,Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — Bicarbonato de sódio 500 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Bicarbonato de sódio 500 mg,"Bicarbonato de sódio 500 mg
– tomar",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-bicarbonato-de-sodio-500-mg-bicarbonato-de-sodio-500-mg-tomar,Revisão pendente,,APS,"Bicarbonato de sódio 500 mg
– tomar",Prescrição,
Retorno em ____ meses para reavaliação clínica e laboratorial. — cápsulas VO 2x/dia,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,cápsulas VO 2x/dia,"2 cápsulas VO 2x/dia
Meta: HCO₃⁻ ≥18 mEq/L
⚠️ Monitorar PA e edema",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-capsulas-vo-2x-dia-2-capsulas-vo-2x-dia-meta-hco3-18-meq-l-monitorar-pa-e-edema,Revisão pendente,,APS,"2 cápsulas VO 2x/dia
Meta: HCO₃⁻ ≥18 mEq/L
⚠️ Monitorar PA e edema",Prescrição,VO
Retorno em ____ meses para reavaliação clínica e laboratorial. — Carbonato de cálcio 500–1.000 mg,,Retorno em ____ meses para reavaliação clínica e laboratorial.,Média,APS,,,,,APS,Notion APS HTML,0,Retorno em ____ meses para reavaliação clínica e laboratorial.,,Carbonato de cálcio 500–1.000 mg,"Carbonato de cálcio 500–1.000 mg
– VO
junto às refeições, 2–3x/dia
⚠️ Evitar se hipercalcemia",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-retorno-em-meses-para-reavaliacao-clinica-e-laboratorial-carbonato-de-calcio-500-1-000-mg-carbonato-de-calcio-500-1-000-mg-vo-junto-as-refeicoes-2-3x-dia-evitar-se,Revisão pendente,,APS,"Carbonato de cálcio 500–1.000 mg
– VO
junto às refeições, 2–3x/dia
⚠️ Evitar se hipercalcemia",Prescrição,VO
P (Plano): — Ceftriaxona 500 mg,,P (Plano):,Média,APS,,,,,APS,Notion APS HTML,0,P (Plano):,dose única,Ceftriaxona 500 mg,"Ceftriaxona 500 mg:
IM, dose única.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-ceftriaxona-500-mg-ceftriaxona-500-mg-im-dose-unica,Revisão pendente,,"APS, antibiótico","Ceftriaxona 500 mg:
IM, dose única.",Prescrição,IM
P (Plano): — Azitromicina 500 mg,,P (Plano):,Média,APS,,,,,APS,Notion APS HTML,0,P (Plano):,,Azitromicina 500 mg,Azitromicina 500 mg:,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-azitromicina-500-mg-azitromicina-500-mg,Revisão pendente,,"APS, antibiótico",Azitromicina 500 mg:,Prescrição,
"P (Plano): — comprimidos via oral, dose única.",,P (Plano):,Média,APS,,,,,APS,Notion APS HTML,0,P (Plano):,dose única,"comprimidos via oral, dose única.","2 comprimidos via oral, dose única.
Segunda Opção:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-comprimidos-via-oral-dose-unica-2-comprimidos-via-oral-dose-unica-segunda-opcao,Revisão pendente,,APS,"2 comprimidos via oral, dose única.
Segunda Opção:",Prescrição,
P (Plano): — Doxiciclina 100 mg,,P (Plano):,Média,APS,,,,,APS,Notion APS HTML,0,P (Plano):,,Doxiciclina 100 mg,Doxiciclina 100 mg:,Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-doxiciclina-100-mg-doxiciclina-100-mg,Revisão pendente,,"APS, antibiótico",Doxiciclina 100 mg:,Prescrição,
"P (Plano): — comprimido via oral, a cada 12 horas, por 7 dias.",,P (Plano):,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,P (Plano):,a cada 12 horas,"comprimido via oral, a cada 12 horas, por 7 dias.","1 comprimido via oral, a cada 12 horas, por 7 dias.
>>> Gonorreia:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-comprimido-via-oral-a-cada-12-horas-por-7-dias-1-comprimido-via-oral-a-cada-12-horas-por-7-dias-gonorreia,Revisão pendente,,APS,"1 comprimido via oral, a cada 12 horas, por 7 dias.
>>> Gonorreia:",Prescrição,
"P (Plano): — comprimidos via oral, dose única.",,P (Plano):,Média,APS,,,,,APS,Notion APS HTML,0,P (Plano):,dose única,"comprimidos via oral, dose única.","2 comprimidos via oral, dose única.
>>> Clamídia:",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-comprimidos-via-oral-dose-unica-2-comprimidos-via-oral-dose-unica-clamidia,Revisão pendente,,APS,"2 comprimidos via oral, dose única.
>>> Clamídia:",Prescrição,
"P (Plano): — comprimidos via oral, dose única.",,P (Plano):,Média,APS,,,,,APS,Notion APS HTML,0,P (Plano):,dose única,"comprimidos via oral, dose única.","2 comprimidos via oral, dose única.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-comprimidos-via-oral-dose-unica-2-comprimidos-via-oral-dose-unica,Revisão pendente,,APS,"2 comprimidos via oral, dose única.",Prescrição,
"P (Plano): — comprimido via oral, a cada 12 horas, por 7 dias",,P (Plano):,Média,APS,,,,por 7 dias,APS,Notion APS HTML,0,P (Plano):,a cada 12 horas,"comprimido via oral, a cada 12 horas, por 7 dias","1 comprimido via oral, a cada 12 horas, por 7 dias
Gonorreia (Neisseria gonorrhoeae)",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-p-plano-comprimido-via-oral-a-cada-12-horas-por-7-dias-1-comprimido-via-oral-a-cada-12-horas-por-7-dias-gonorreia-neisseria-gonorrho,Revisão pendente,,APS,"1 comprimido via oral, a cada 12 horas, por 7 dias
Gonorreia (Neisseria gonorrhoeae)",Prescrição,
Disponibilizo preservativos e gel lubrificante para prevenção de ISTs; — Ceftriaxona 500 mg,,Disponibilizo preservativos e gel lubrificante para prevenção de ISTs;,Média,APS,,,,,APS,Notion APS HTML,0,Disponibilizo preservativos e gel lubrificante para prevenção de ISTs;,dose única,Ceftriaxona 500 mg,"Ceftriaxona 500 mg: Via intramuscular, dose única.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,,,notion-disponibilizo-preservativos-e-gel-lubrificante-para-prevencao-de-ists-ceftriaxona-500-mg-ceftriaxona-500-mg-via-intramuscular-dose-unica,Revisão pendente,,"APS, antibiótico","Ceftriaxona 500 mg: Via intramuscular, dose única.",Prescrição,
