titulo,especialidade,condicao_clinica,subcondicao,contexto,tipo_de_conduta,medicamento,apresentacao,dose,via,frequencia,duracao,diluicao,modo_de_uso,orientacoes,sinais_de_alerta,cuidados,observacoes,tags,fonte_arquivo,fonte_pagina,fonte_secao,texto_original,confianca_extracao,status_revisao,slug
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg IM ou EV,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"mg IM ou EV,",20 mg,20 mg,"EV, IM",1x/dia,,,"20 mg IM ou EV,
1x/dia
, se dor intensa","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","20 mg IM ou EV,
1x/dia
, se dor intensa",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-im-ou-ev-20-mg-im-ou-ev-1x-dia-se-dor-intensa
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,",100 mg,"em 20 minutos,",EV,de 6/6 horas; 6/6 h,,"50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,","50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,
de 6/6 horas
, se necessário","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","50–100 mg EV, diluído em 100 mL de SF 0,9%, infundir em 20 minutos,
de 6/6 horas
, se necessário",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-100-mg-ev-diluido-em-100-ml-de-sf-0-9-infundir-em-20-minutos-50-100-mg-ev-diluido-em-100-ml-de-sf-0-9-infundir-e
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,mg VO,50 mg,50 mg,VO,de 6/6 horas; 6/6 h,,,"50 mg VO
de 6/6 horas
, se dor moderada a intensa
Tramadol","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,"APS, analgésico",Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","50 mg VO
de 6/6 horas
, se dor moderada a intensa
Tramadol",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-50-mg-vo-de-6-6-horas-se-dor-moderada-a-intensa-tramadol
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 8 mg SL,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"8 mg SL,",8 mg,8 mg,SL,de 8/8 horas; 8/8 h,,,"4–8 mg SL,
de 8/8 horas, se náuseas/vômitos
Metoclopramida","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","4–8 mg SL,
de 8/8 horas, se náuseas/vômitos
Metoclopramida",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-8-mg-sl-4-8-mg-sl-de-8-8-horas-se-nauseas-vomitos-metoclopramida
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO ou EV,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"mg VO ou EV,",10 mg,10 mg,"EV, VO",de 8/8 horas; 8/8 h,,,"10 mg VO ou EV,
de 8/8 horas, se necessário
Bromoprida","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","10 mg VO ou EV,
de 8/8 horas, se necessário
Bromoprida",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-ou-ev-10-mg-vo-ou-ev-de-8-8-horas-se-necessario-bromoprida
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO ou EV,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"mg VO ou EV,",10 mg,10 mg,"EV, VO",de 8/8 horas; 8/8 h,,,"10 mg VO ou EV,
de 8/8 horas, se necessário","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","10 mg VO ou EV,
de 8/8 horas, se necessário",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-ou-ev-10-mg-vo-ou-ev-de-8-8-horas-se-necessario
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — mg VO,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"mg VO,",20 mg,20 mg,VO,1x/dia,,,"20 mg VO,
1x/dia
, pela manhã
Pantoprazol","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","20 mg VO,
1x/dia
, pela manhã
Pantoprazol",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-mg-vo-20-mg-vo-1x-dia-pela-manha-pantoprazol
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 40 mg VO,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"40 mg VO,",40 mg,40 mg,VO,1x/dia,,,"20–40 mg VO,
1x/dia
, em jejum","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","20–40 mg VO,
1x/dia
, em jejum",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-40-mg-vo-20-40-mg-vo-1x-dia-em-jejum
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — 20 mg VO,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,"20 mg VO,",20 mg,20 mg,VO,de 8/8 horas; 8/8 h,até 4–6 semanas,,"10–20 mg VO,
de 8/8 horas
, por até 4–6 semanas
ENCAMINHAR IMEDIATAMENTE PARA URGÊNCIA SE QUALQUER UM PRESENTE:
Febre ≥ 37,8 C ou calafrios
Dor refratária à analgesia oral
Vômitos incoercíveis
Anúria ou oligúria","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","10–20 mg VO,
de 8/8 horas
, por até 4–6 semanas
ENCAMINHAR IMEDIATAMENTE PARA URGÊNCIA SE QUALQUER UM PRESENTE:
Febre ≥ 37,8 C ou calafrios
Dor refratária à analgesia oral
Vômitos incoercíveis
Anúria ou oligúria",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-20-mg-vo-10-20-mg-vo-de-8-8-horas-por-ate-4-6-semanas-encaminhar-imediatamente-para-ur
"Oriento hidratação oral vigorosa, conforme tolerância clínica; — ,4 mg VO,",APS,"Oriento hidratação oral vigorosa, conforme tolerância clínica;",,APS,Prescrição,",4 mg VO,","0,4 mg","0,4 mg",VO,1x/dia,até 4–6 semanas,,"0,4 mg VO,
1x/dia
, por até 4–6 semanas
Nifedipino","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,"Oriento hidratação oral vigorosa, conforme tolerância clínica;","0,4 mg VO,
1x/dia
, por até 4–6 semanas
Nifedipino",Média,Revisado,notion-oriento-hidratacao-oral-vigorosa-conforme-tolerancia-clinica-4-mg-vo-0-4-mg-vo-1x-dia-por-ate-4-6-semanas-nifedipino
Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Sertralina 50 mg VO/dia,APS,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,APS,Prescrição,Sertralina 50 mg VO/dia,50 mg,50 mg,VO,,,,Sertralina 50 mg VO/dia,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Sertralina 50 mg VO/dia,Média,Revisado,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-sertralina-50-mg-vo-dia-sertralina-50-mg-vo-dia
"Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — , iniciar com 25 mg por 7 dias, aumentar conforme tolerância",APS,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,APS,Prescrição,", iniciar com 25 mg por 7 dias, aumentar conforme tolerância",25 mg,"25 mg por 7 dias, aumentar conforme tolerância",,,por 7 dias,,", iniciar com 25 mg por 7 dias, aumentar conforme tolerância","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,", iniciar com 25 mg por 7 dias, aumentar conforme tolerância",Baixa,Não usar sem validação,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-iniciar-com-25-mg-por-7-dias-aumentar-conforme-tolerancia-iniciar-com-25-mg-por-7-dias-aumentar-confor
Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — Escitalopram 10 mg VO/dia,APS,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,APS,Prescrição,Escitalopram 10 mg VO/dia,10 mg,10 mg,VO,,,,Escitalopram 10 mg VO/dia,"Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS.,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,Escitalopram 10 mg VO/dia,Média,Revisado,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-escitalopram-10-mg-vo-dia-escitalopram-10-mg-vo-dia
"Retorno em 2 semanas para reavaliação clínica e seguimento psicológico. — , iniciar com 5 mg por 7 dias",APS,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,,APS,Prescrição,", iniciar com 5 mg por 7 dias",5 mg,5 mg por 7 dias,,SOS,por 7 dias,,", iniciar com 5 mg por 7 dias
SOS (curto prazo, se necessário):","Usar conforme avaliação clínica, orientar adesão, efeitos adversos relevantes e critérios de retorno.","Piora clínica, sinais sistêmicos, alergia/reações adversas, gestação, imunossupressão ou ausência de melhora no tempo esperado.","Checar alergias, gestação/lactação, idade, função renal/hepática, interações, contraindicações e protocolo local antes de prescrever.",Extraído do bloco “Prescrição” do HTML exportado do Notion APS. | Revisão automática: item exige validação clínica/protocolo local antes de uso.,APS,Notion APS HTML,0,Retorno em 2 semanas para reavaliação clínica e seguimento psicológico.,", iniciar com 5 mg por 7 dias
SOS (curto prazo, se necessário):",Baixa,Não usar sem validação,notion-retorno-em-2-semanas-para-reavaliacao-clinica-e-seguimento-psicologico-iniciar-com-5-mg-por-7-dias-iniciar-com-5-mg-por-7-dias-sos-curto-prazo-se-necessario
